1391			102
400	
	495
14646	财政资金	7
14698	财政赤字	5
3656	财政部	36
14724	财政部长	12
18263	财政预算	5
4251	财物	11
28989	财科所	1
14263	财税	8
8867	财经	12
24677	财经委	3
25153	财金	1
22525	财长	4
25632	财阀	1
24795	责	3
14911	责令	8
8577	责任	85
6114	责任事故	2
8582	责任人	11
3115	责任人员	5
13157	责任制	2
20976	责任心	1
19723	责任意识	2
13819	责任感	3
14134	责任法	1
11427	责任者	1
20961	责怪	2
19217	责成	2
29873	责问	1
30630	贤	1
19504	贤良	1
22641	败	2
16713	败诉	3
23361	败退	1
17182	账	7
4639	账务	3
17825	账号	5
7464	账户	11
11422	账本	4
13059	账目	3
26800	账算	1
21035	货	6
12095	货币	13
17714	货币化	4
12394	货币政策	7
23251	货机	1
24468	货架	2
16781	货款	2
6828	货物	3
18227	货物贸易	2
32243	货箱	1
106	货车	6
18362	货运	1
27436	质	1
29124	质地	1
7823	质押	1
5814	质检	5
3749	质疑	18
30232	质证	1
6863	质量	56
6898	质量保证	1
6887	质量标准	3
5337	质问	6
26497	贩	1
22364	贩卖	3
29992	贩卖毒品	1
10251	贩毒	3
32076	贩毒集团	1
2721	贪	3
20299	贪占	1
10608	贪官	4
30566	贪杯	1
20257	贪污	2
19863	贪污受贿	2
14796	贪污罪	4
2534	贪污贿赂	2
4760	贪腐	8
20303	贪赃枉法	2
12439	贫	2
12429	贫困	17
10820	贫困人口	11
13704	贫困县	7
12384	贫困地区	6
15776	贫困家庭	2
12071	贫困山区	2
13700	贫困户	4
12301	贫困村	4
15859	贫困率	1
25728	贫富	3
25094	贫富差距	3
29425	贫穷	3
22678	贬	3
22585	贬值	4
7605	购	5
899	购买	50
12273	购买力	2
7289	购入	2
30705	购售	2
7617	购得	1
15403	购房	14
18059	购房人	3
18035	购房者	5
23449	购物	5
23905	购物中心	3
31081	购电	1
26358	购票	2
18047	购租	2
12513	购置	8
26363	购置税	3
12490	购置费	2
16784	购销	4
11830	贯彻	23
13803	贯彻实施	2
13664	贯彻执行	2
8792	贯彻落实	13
25050	贯穿	4
9408	贯通	4
3925	贴	4
21670	贴出	2
26051	贴出来	1
30427	贴切	1
30921	贴息	1
33148	贴有	1
19979	贴着	3
31171	贴身	1
12131	贴近	5
23957	贴进	4
11539	贴遍	1
1129	贵	13
18282	贵在	2
12742	贵定	1
27864	贵宾卡	1
27977	贵宾室	1
11574	贵山	2
585	贵州	8
782	贵州省	10
10532	贵州省遵义地区	1
16436	贵药	2
26809	贵重物品	1
11597	贵阳	5
10596	贵阳市	2
29659	贷	4
31341	贷加	1
31354	贷是	1
7369	贷款	20
17409	贷款额	2
30916	贷款额度	2
30903	贷约	2
17595	贸	2
22537	贸工部	1
14602	贸易	26
17040	贸易协定	3
17507	贸易战	3
18216	贸易谈判	1
27544	贸易逆差	2
4624	贸易部	1
17508	贸易顺差	2
29719	贸然	1
11325	费	18
32297	费乱	1
17463	费力	2
12331	费劲	7
17352	费周折	1
12550	费和	1
13853	费改税	1
9513	费海	1
9607	费海新	1
25771	费率	2
1625	费用	54
27621	费超	2
27463	费钱	2
27377	贺优琳	1
18224	贺信	1
6640	贺某	1
6503	贺某平	1
18944	贺电	1
24960	贺禹	2
23257	贺词	2
16390	贻误	1
32548	贼	1
9539	贾庄镇	1
18043	贾康	3
27626	贾康曾	2
8766	贾彦廷	2
26117	贾敬龙	1
9592	贾晓萍	1
16444	贿赂	2
11459	贿选	7
12677	贿选案	6
5022	赃款	5
19959	赃款赃物	1
25510	资	2
4695	资产	29
18647	资产负债率	2
1731	资产重组	1
7428	资函	2
12075	资助	8
26176	资历	2
2787	资料	38
11840	资本	24
29670	资本主义	1
25725	资本运作	1
17415	资本金	3
611	资格	30
28272	资格考试	1
27782	资格证书	1
20141	资深	5
245	资源	74
15986	资源化	4
7291	资源整合	2
18718	资源税	1
350	资源管理	5
30377	资源转移	2
12965	资源配置	8
7564	资源量	1
28178	资管	2
27597	资讯	3
1086	资质	15
11366	资费	5
7213	资金	61
12361	资金投入	6
23246	资金来源	2
11907	资金短缺	1
31123	资金量	1
9732	赈济	1
14127	赋予	17
30309	赋值	1
30363	赋权	1
10651	赌博	9
32400	赌咒发誓	1
20314	赌场	2
29315	赌气	1
7238	赌王	1
28944	赌瘾	1
28943	赌钱	1
19551	赎罪	1
29783	赏识	1
194	赔	3
365	赔偿	17
13288	赔偿金	3
266	赔到	1
10349	赔礼道歉	1
140	赔钱	3
24000	赖钟雄	1
5423	赚	7
26272	赚取	3
24715	赚得	1
12333	赚钱	10
24276	赛	2
11792	赛事	5
13455	赛会	1
28081	赛博	2
27229	赛场	1
26639	赛季	1
31924	赛普	1
27942	赛跑	1
24771	赞	3
11762	赞助	1
22153	赞同	6
14413	赞成	6
32979	赞扬	2
18172	赞赏	3
33317	赞迪	1
22714	赞颂	1
18866	赠与	3
10152	赠送	2
19338	赡养	7
22703	赡养人	2
18030	赢	8
7143	赢得	9
31467	赢钱	2
13675	赣南	1
14715	赤字	3
19804	赤峰市	1
22157	赤果	1
9702	赤膊上阵	1
11070	赤裸	1
22148	赤裸裸	1
22797	赫尔	1
6717	赫山区	1
20943	赭红色	2
2104	走	77
15572	走一遍	2
6507	走上	11
29042	走下坡路	1
9422	走亲戚	1
12891	走低	2
3858	走出	16
19653	走到	5
6606	走动	1
15856	走势	6
9691	走向	19
12762	走向世界	2
5556	走失	1
14515	走廊	7
30010	走极端	1
18233	走样	2
23889	走私	3
14266	走红	4
9489	走者	1
4859	走访	14
4387	走访调查	1
6699	走路	4
7084	走过	5
32497	走运	1
5483	走进	6
26648	走马上任	1
31335	走高	1
2793	赴	27
11653	赴京	2
21142	赴美	4
14032	赵	4
30242	赵一鸣	2
10503	赵中林	1
30019	赵丽佳	1
23879	赵俊赫	1
31299	赵克志	1
19448	赵克石	1
14273	赵冬苓	1
32029	赵华	1
19756	赵启正	1
4802	赵嘉妮	1
32662	赵岩	1
9952	赵春元	1
22441	赵朴初	1
4722	赵波	1
28350	赵洪祝	1
31639	赵润济	1
30225	赵荣荣	1
20971	赵薇	1
22408	赵衍龙	1
30443	赵辛楣	1
6591	赶	4
19138	赶上	5
26480	赶不上	2
1006	赶到	23
14293	赶去	2
31285	赶回	1
4280	赶回来	1
14966	赶在	1
3666	赶往	9
3822	赶忙	2
2112	赶来	4
20969	赶来赶去	1
7808	赶着	1
3087	赶紧	17
2947	赶赴	10
1887	赶赴现场	8
16387	赶过去	1
1303	起	139
21482	起事	1
21586	起付	1
20454	起冤	1
6277	起初	4
2245	起到	27
26245	起哄	1
22381	起因	3
32363	起头	1
16272	起好	1
23484	起家	1
1246	起床	3
7217	起底	1
19342	起征	3
19350	起征点	4
22761	起意	2
32988	起早摸黑	1
993	起来	93
16266	起步	9
24791	起步晚	1
21485	起源	1
13406	起源于	1
30203	起火	6
11876	起点	9
11828	起码	3
31128	起立	1
3894	起脊	1
17609	起至	6
12105	起草	13
10842	起草组	7
8275	起落架	1
17757	起薪	2
6778	起诉	22
20711	起诉书	2
6614	起身	4
8313	起降	1
3935	起风	2
8107	起飞	4
26915	起飞前	1
26945	起飞时间	1
5242	趁	2
29308	趁机	1
23649	趁着	3
8489	超	19
20769	超乎	2
3511	超乎寻常	2
6300	超人	1
18715	超低	1
8166	超低空	1
2657	超出	12
8364	超历史	2
19771	超员	1
28070	超声速	2
12838	超大	2
22082	超大型	1
15436	超大规模	5
12766	超市	15
4449	超强	1
22315	超支	1
6880	超标	3
10463	超标准	2
7927	超汛	1
13985	超生	3
11404	超范围	1
23428	超调	1
25781	超负荷	2
15514	超越	6
19781	超载	1
774	超过	101
19789	超速	1
26351	超限	1
25755	超额	1
11399	超额完成	2
6424	越	17
17058	越俎代庖	1
14704	越做越	2
21047	越南	4
27936	越南籍	2
1287	越发	4
17041	越多	2
24101	越多越	2
19648	越往后	2
31310	越快越好	1
25429	越方	1
5798	越是	2
2233	越来越	48
19114	越来越少	2
11308	越来越快	5
26370	越橘	3
17059	越深	1
27799	越累	1
32881	越老越	1
17724	越要	1
19372	越走越远	9
27392	越过	1
9615	越野车	2
26032	越难	1
15848	趋	2
22991	趋严	1
12922	趋于	5
27707	趋于稳定	1
2191	趋势	42
18908	趋同	1
16204	趋向	2
15849	趋好	1
16593	趋稳	5
29466	趋紧	1
9871	趋近	1
9322	趔趄	1
2128	趟	6
20839	趣味	1
10003	足	8
2241	足够	12
27543	足尖	2
31053	足智多谋	1
17784	足球	3
30051	足见	1
27403	足足	1
11219	足额	3
30394	趴	2
3602	趴下	1
31870	趴到	1
30460	趴在	2
31906	趴车	1
30645	跃跃欲试	1
31348	跃进	2
29472	跌	2
9651	跌入	2
15889	跌到	1
1702	跌幅	3
17202	跌破	1
2854	跌落	1
3011	跑	39
4262	跑不掉	1
24304	跑步	4
24379	跑步机	1
17449	跑腿	1
22728	跑车	3
14249	跑过来	1
27102	跑遍	1
30204	跑道	2
21844	跑龙套	1
356	距	14
331	距离	32
2929	跟	89
16540	跟上	6
17412	跟上去	2
14950	跟不上	2
16644	跟党走	2
9963	跟前	2
3286	跟头	5
5162	跟着	13
1787	跟踪	14
2566	跟进	5
2089	跟随	6
2383	跟风	4
2505	跨	15
29736	跨入	1
24954	跨区	4
20504	跨国	10
24499	跨国企业	1
33284	跨国公司	1
11889	跨境	12
16100	跨学科	1
14697	跨度	2
33055	跨文化	2
18488	跨界	1
10853	跨省	5
26951	跨行	3
5845	跨行业	2
14214	跨越	3
22904	跨越式	2
9502	跨过	1
16087	跨部门	1
6600	跪	2
28854	跪下	1
1046	路	38
2988	路上	18
3026	路人	1
26001	路人皆知	1
1392	路口	4
1324	路口处	2
9617	路基	1
9664	路外	1
15189	路子	6
7450	路径	12
6702	路旁	2
31492	路易斯安那州	1
7966	路段	8
30155	路沿	1
6964	路程	2
7891	路线	4
16111	路线图	4
24787	路见不平	1
22692	路费	2
2139	路边	20
9331	路过	2
23909	路透	2
2634	路透社	14
26405	路途	1
9964	路面	3
3829	跳	7
27749	跳出	1
32452	跳到	1
23311	跳动	2
19110	跳板	1
31190	跳楼	2
5937	跳槽	4
22240	跳水	1
26932	跳级	1
29255	跳绳	1
23567	跳舞	1
16679	跳跳	1
22744	跳转	2
3421	跳进	2
20353	践	1
8224	践行	6
8113	跻身	6
4224	踊跃	1
18919	踏入	4
13955	踏实	2
22187	踏星	1
28831	踏足	1
26229	踏青	1
18126	踟蹰	1
4914	踢	1
28753	踢打	1
332	踩	5
32496	踩点	1
7063	踪影	2
23188	踪迹	1
9335	踹	3
9428	蹚	1
23088	蹬	1
6719	蹭	2
29152	蹲	2
3639	蹲下	3
33219	蹲坐在	1
31713	蹲守	1
6556	蹲点	1
23704	躁动	1
14269	身	2
717	身上	35
4909	身下	1
6659	身中	1
10617	身为	14
3500	身亡	4
10646	身价	1
2597	身份	47
1160	身份证	12
9709	身份证件	4
13043	身份证号	1
1954	身体	24
6967	身体健康	6
30786	身体素质	1
2047	身体虚弱	1
27358	身兼	2
4220	身前	1
4334	身后	5
22260	身在其中	1
28787	身子	1
31789	身孕	1
14564	身家	1
31369	身强力壮	1
3366	身影	7
14921	身心	2
18515	身心健康	3
28546	身怀	1
6291	身患	1
4244	身旁	4
9927	身材	4
11072	身材高大	1
21881	身段	1
4189	身着	5
5266	身穿	3
7269	身经百战	1
4006	身边	17
20285	身陷	1
7252	身高	1
3083	躲	9
19702	躲不了	1
3080	躲到	2
4225	躲藏在	1
24658	躲起来	1
19006	躲躲闪闪	1
9538	躲过一劫	2
2428	躲避	7
9937	躲雨	1
2140	躺	8
1328	车	40
7041	车上	11
1333	车主	6
26375	车会	1
9557	车内	1
3217	车前灯	1
23133	车厢	2
17340	车夫	1
30143	车头	1
3498	车子	2
11179	车库	1
31867	车底	1
9643	车旁	2
31210	车架	1
31246	车架号	1
13050	车牌	2
24788	车牌号	2
26923	车用	1
26902	车用汽油	1
25972	车票	5
9622	车祸	1
17205	车程	1
26389	车站	2
33129	车落	1
30144	车身	2
1410	车车	1
30175	车轮	1
11277	车载	3
3177	车辆	38
9639	车辆通行	2
30154	车速	1
8547	车道	4
31248	车里	1
31753	车钱	1
3356	车门	1
10792	车间	4
32225	车队	1
31491	车震	1
9522	车顶	1
27662	车首	2
2395	轧	1
2251	轧伤	1
25334	轨	1
22061	轨交	1
23399	轨迹	6
13847	轨道	16
10831	轨道交通	6
32975	轩然大波	2
7549	转	14
11592	转业	2
26067	转业军人	1
2794	转为	5
23213	转交	4
16066	转产	1
10652	转任	5
6089	转入	5
27854	转出	1
3802	转到	4
3198	转动	1
2631	转化	4
20825	转化率	1
28930	转卖	1
9582	转发	10
11865	转变	19
26474	转变思想	1
16260	转变职能	2
15476	转变观念	5
12437	转向	9
19955	转回	1
11886	转型	26
15983	转基因	3
25731	转嫁给	1
20618	转学	1
17608	转岗	1
22293	转引	1
6715	转悠	1
14551	转战	1
12923	转户	1
12113	转手	2
4634	转折	6
12935	转折期	1
17869	转折点	2
12057	转换	6
28428	转接	1
8448	转晴	1
32188	转机	1
15256	转来转去	1
12574	转正	3
9189	转眼	1
33084	转租	1
489	转移	35
6919	转给	4
24895	转而	1
28003	转股	1
9970	转自	1
9837	转至	1
6041	转行	1
1743	转让	20
2204	转诊	7
19243	转账	6
5582	转身	6
28990	转转	1
3181	转载	3
31002	转载稿	1
16690	转达	4
7050	转过身	1
4159	转运	5
18055	转述	1
9835	转送	1
6764	转销	1
6626	转院	1
8410	轮	2
18630	轮作	1
25369	轮子	1
20672	轮岗	1
28397	轮廓	4
2046	轮流	3
28273	轮渡	1
33087	轮番	1
32438	轮番上阵	1
30135	轮胎	1
10676	软	3
1051	软件	19
19160	软件工程	1
29771	软着陆	1
13948	软硬	1
19449	软硬件	2
16804	软膏	1
28848	软骨	1
3320	轰	3
6944	轰动	4
28419	轰动一时	2
19661	轰动效应	2
21467	轰炸	2
28079	轰炸机	2
11570	轰轰	1
9921	轰隆隆	1
32002	轰鸣声	1
30844	轴	1
25864	轴心	1
27653	轴距	1
24311	轶事	1
2260	轻	10
21421	轻举妄动	1
2456	轻伤	1
3732	轻型	3
17258	轻工业	1
13206	轻微	2
4209	轻微伤	1
23654	轻描淡写	2
11012	轻易	8
6036	轻松	8
14297	轻柔	1
7087	轻生	4
2373	轻而易举	1
17093	轻装上阵	2
11228	轻轻地	1
19355	轻重	1
2055	载	6
24322	载人	4
799	载体	4
19772	载客	2
3333	载往	1
7583	载明	2
30831	载有	2
9057	载满	1
8254	载荷	1
30995	载运	1
9070	载重	1
4013	轿车	4
1747	较	80
129	较为	16
17063	较低	3
6666	较劲	1
22916	较多	1
5882	较大	37
8452	较好	2
12696	较少	1
21741	较弱	1
2776	较强	2
12813	较快	4
20742	较易	1
29078	较真	1
31878	较真儿	1
23764	较短	1
2226	较轻	8
8426	较重	4
29678	较量	2
8564	较高	7
5979	较高级	1
30482	辅仁	1
30448	辅仁大学	1
1294	辅助	6
16874	辅助性	1
17762	辅导	6
19117	辅导员	5
27802	辅导班	1
13438	辅料	1
30234	辅警	3
5148	辆	12
13033	辆车	3
16891	辈出	1
4073	辈分	1
25065	辉	1
22341	辉县市	1
18495	辉煌	4
16806	辉瑞	1
5505	辍学	5
3632	辐合	2
12403	辐射	4
30372	辐射力	1
8849	输	4
15891	输入	4
14870	输入地	1
15803	输出	5
6401	输卵管	1
26266	输得	2
28503	输掉	1
30707	输电	2
19877	输赢	1
2815	输送	5
30704	输配电	2
2868	辖	2
9111	辖下	2
8761	辖区	11
31901	辗转	1
22547	辛东彬	3
25472	辛东柱	1
18327	辛勤	1
9505	辛庄	2
24432	辛格	2
28205	辛桂梓	1
25443	辛氏	1
2050	辛苦	7
31264	辜负	1
4594	辞	2
13070	辞世	1
7255	辞任	4
4495	辞去	14
19522	辞呈	1
19541	辞官	1
6209	辞掉	2
5858	辞职	5
26681	辞藻	1
30251	辞退	2
25012	辟谣	2
24478	辣条	1
24449	辣条界	1
11579	辣椒	2
11554	辣椒酱	3
12768	辣酱	1
23268	辣鸡	1
5401	辨认	5
18860	辨识	2
28466	辩护	2
30231	辩护人	1
13159	辩护律师	1
7434	辩称	2
22567	辩解	2
23352	辩论	4
15009	辩论会	1
25776	辩证	1
15000	辩题	1
30237	辱	8
33210	辱华	1
134	边	9
15055	边上	3
10431	边境	6
12896	边境地区	2
30289	边安慰	1
32080	边检	1
1540	边炉	1
16581	边界	6
18608	边疆	2
20296	边疆民族	1
113	边缘	7
33031	边缘化	1
11799	边远地区	3
30376	边长	1
14431	边防	7
30817	边防支队	1
26885	边防部队	1
24633	边际	2
769	辽宁	30
21334	辽宁大学	1
19910	辽宁抚顺	1
14769	辽宁日报	1
32153	辽宁沈阳	1
12699	辽宁省	12
12687	辽宁省委	7
32152	辽沈	1
8404	辽河	1
872	达	80
26501	达仁堂	1
33288	达伦	1
539	达到	108
7023	达州	1
4538	达成	23
7796	达成协议	3
3735	达标	3
15098	达标排放	1
27483	达标率	1
19382	达沃斯	4
26971	达芬奇	1
25720	迁出	1
12309	迁出去	1
12065	迁出来	1
31966	迁坟	1
700	迁移	2
6354	迄今	5
19843	迄今为止	2
25316	迄今已	1
3570	迅猛	4
1956	迅速	32
31692	迅速开展	1
32948	迅速行动	1
290	过	184
8588	过不去	3
19017	过于	6
4815	过关	2
12344	过分	5
12029	过剩	9
14022	过半	4
27343	过原	1
2624	过去	108
3078	过后	13
28827	过在	1
18645	过坎	1
4091	过境	3
3019	过夜	2
33181	过太	1
28817	过头	1
1699	过宋	1
17971	过完	1
20864	过对	1
28159	过山车	1
12165	过年	2
1244	过度	16
15263	过强	1
9616	过往	5
27008	过得硬	1
32172	过手	1
25460	过日	1
30293	过日子	1
12846	过早	4
3881	过时	3
7172	过期	4
3566	过来	15
9417	过河	1
14094	过渡	7
25650	过渡性	1
22933	过渡期	2
10769	过滤	3
6541	过激	2
18097	过热	3
24415	过生日	1
16993	过硬	2
16442	过票	2
2125	过程	143
27759	过管	1
16664	过细	1
23073	过街老鼠	1
27779	过要	1
9646	过路	1
31101	过路费	1
16597	过重	7
16016	过量	3
28860	过错	1
27312	过长	2
11940	过问	3
29880	迈上	1
10477	迈入	3
11068	迈出	10
16999	迈向	5
13174	迈进	6
8355	迎	2
25812	迎刃而解	1
26263	迎合	1
15440	迎头	5
22369	迎头痛击	1
9193	迎战	1
18587	迎接	2
8416	迎新	1
12693	迎春	1
7882	迎来	21
11425	迎送	1
18316	迎难而上	3
7173	迎面	1
32257	迎面而来	1
1975	运	8
12283	运作	5
29617	运入	1
24187	运出	1
4326	运到	5
2706	运动	10
11839	运动员	8
24251	运动场	1
11052	运动裤	1
17824	运动鞋	1
21916	运往	4
29624	运抵	1
1959	运来	2
32105	运毒	1
32480	运气	1
30838	运煤车	2
8859	运用	17
20357	运称	1
22393	运算	1
30119	运能	1
6055	运营	26
11368	运营商	10
7775	运行	28
16332	运行机制	3
32639	运走	1
10695	运转	5
4713	运输	11
9054	运输机	2
27127	运输网络	1
9112	运输设备	1
9368	运输车	2
2106	运送	5
13280	运钞车	1
760	近	74
11859	近一半	3
7990	近三年	7
22968	近两年	3
5989	近两年来	1
30186	近乎	1
10507	近些年	3
27978	近些年来	1
21630	近亲属	2
22543	近几个月	1
1630	近几年	14
16099	近几年来	1
27256	近十年	1
22522	近半年	2
15775	近年	5
3915	近年来	55
5005	近日	67
18881	近日来	1
6044	近期	38
17474	近来	5
18235	近水楼台先得月	1
17813	近海	1
27622	近距离	2
15425	近邻	4
16606	返	5
15948	返乡	4
3544	返回	9
24416	返回舱	1
30804	返家	1
28426	返校	2
28774	返程	2
33003	返聘	1
16628	返贫	2
7811	返还	5
228	还	352
32486	还以	1
12995	还俗	1
30152	还加	3
7383	还原	1
57	还好	1
24050	还得	1
3081	还是	174
366	还有	171
23478	还本付息	1
26851	还款	2
26855	还款期	1
26890	还款额	1
31353	还清	1
5408	还算	1
10219	还给	11
4	还要	73
30718	还贷	1
10031	还过得去	1
32476	还长	1
143	这	409
12657	这一	7
24750	这一关	1
13107	这三家	1
17986	这两项	4
79	这个	231
1017	这么	76
5645	这么久	4
29005	这么些	1
22178	这书	1
5388	这事	4
107	这些	203
16037	这些年来	7
7101	这人	2
5385	这件	14
1126	这份	26
5671	这位	51
14228	这儿	10
21112	这几年来	1
2858	这场	11
9468	这块	6
32605	这处	1
9947	这天	1
2280	这家	15
24678	这就是说	1
934	这幢	1
8924	这方面	37
3272	这时	13
2102	这时候	5
22142	这本	3
9472	这条	5
11249	这栋	2
416	这样	164
8167	这样一来	3
12278	这样的话	4
31006	这根	2
968	这次	62
8020	这款	5
6607	这段	4
11648	这点	5
21061	这番话	3
2320	这种	110
4694	这笔	15
28089	这类	5
14328	这股	1
19444	这行	1
8443	这轮	1
11119	这辆	5
3878	这辈子	2
53	这边	7
13830	这部	11
4868	这部分	14
2000	这里	59
7635	这项	26
4107	进	41
819	进一步	143
13764	进一步提高	6
12828	进万家	1
14556	进不了	3
12603	进京	1
32281	进修	1
21130	进修班	2
2483	进入	111
13683	进军	5
5467	进出	4
17584	进出口	5
9909	进出港	1
21872	进到	1
30382	进化	1
11589	进厂	2
7001	进去	14
21066	进取	1
30352	进取心	1
16093	进口	11
26387	进口关税	3
26886	进口商品	2
13080	进口车	1
32551	进场	1
706	进城	10
3406	进屋	2
4796	进展	29
23996	进店	1
13169	进度	5
22957	进度缓慢	1
24880	进房	1
21532	进攻	2
27534	进攻性	2
8625	进村	4
10043	进来	6
548	进步	34
8481	进水	5
8912	进水口	1
28048	进犯	2
18760	进社区	1
13752	进程	33
71	进而	11
19073	进能	1
157	进行	304
22767	进行性	1
32804	进补	2
27522	进货	1
24219	进进出出	1
16594	进退	2
5628	进门	3
9745	进驻	4
740	远	21
14231	远不止	4
32019	远去	1
94	远处	6
19485	远大	1
31689	远景	1
16796	远景规划	1
19872	远案	1
25606	远洋	1
18701	远海	1
2378	远离	5
13180	远程	12
32383	远超过	1
19167	远近	3
7768	远远	9
14088	远远不够	1
13467	远销	2
25517	远高于	4
4532	违反	54
14807	违反纪律	2
6905	违反规定	4
21921	违宪	1
31985	违建	1
22432	违戒	1
1603	违法	60
20651	违法乱纪	1
21742	违法必究	1
12661	违法犯罪	16
14900	违法行为	17
2615	违法违纪	4
6031	违章	3
18325	违约	2
30738	违约责任	1
26367	违约金	2
1601	违纪	20
27019	违纪行为	1
31608	违者	1
3170	违者必究	1
6022	违背	15
4861	违规	32
20033	违规操作	1
15342	违规行为	11
178	连	26
7406	连亏	1
3738	连云港	2
11793	连任	1
29864	连冠	1
2484	连发	1
7286	连同	5
3384	连呼	1
31767	连城	2
31797	连城县	1
15938	连增	3
9349	连声	2
1960	连夜	6
3235	连带	5
28567	连带责任	2
11194	连帽衫	1
29481	连平	1
24622	连年	1
15893	连年丰收	1
21739	连彬	2
3949	连忙	1
3182	连接	10
29874	连接点	1
28262	连接线	1
10983	连日	1
8966	连日来	3
3006	连根拔起	2
33000	连涨	1
15708	连片	7
29095	连环	1
16567	连着	4
26650	连科	1
26660	连科曾	1
30592	连篇	1
10189	连米某	1
4154	连线	3
31814	连给	1
612	连续	46
7494	连续不断	1
12219	连续性	1
32728	连莫	1
30067	连访	1
27204	连败	1
31441	连输	2
22050	连连	3
6505	连通	1
24429	连锁反应	2
50	连阴雨	1
14953	迟	2
21877	迟到	1
8229	迟滞	1
16607	迟迟	6
23220	迥异	1
29640	迪克	1
11094	迪地艾尔	1
16288	迪士尼	1
33298	迪安	1
8137	迪拜	2
2617	迪林格	1
32397	迫不及待	1
5744	迫于	1
10400	迫使	4
14272	迫切	4
18248	迫切愿望	1
16341	迫切需要	1
20065	迫在眉睫	3
30978	迭代	2
28457	迭出	1
21537	迭起	1
10506	迷信活动	1
22224	迷茫	1
18429	迸发	2
7734	迹象	11
3982	追	4
28528	追债	1
19668	追到	1
22502	追名逐利	1
2555	追回	7
30860	追寻	1
31302	追尾	2
4526	追忆	1
24081	追捧	2
20108	追星	1
20751	追杀	1
5026	追查	2
15673	追求	13
2291	追溯	1
7166	追溯到	1
7105	追究	16
5307	追究其	3
14381	追究责任	1
5758	追缉	1
19906	追缴	1
12594	追认	5
10336	追讨	1
8770	追责	10
2561	追赃	2
30083	追赶	1
2702	追踪	7
23527	追踪报道	1
2537	追逃	2
20813	追逐	2
3741	追问	8
25863	追随	1
6498	退	7
29738	退下来	1
9341	退伍	2
9332	退伍军人	3
1107	退休	25
1122	退休干部	1
32904	退休年龄	3
32905	退休者	1
1112	退休职工	1
26290	退休金	2
21908	退党	1
560	退出	31
15066	退化	2
8604	退去	1
9728	退后	1
14657	退坡	1
29211	退学	2
26804	退市	1
11821	退役	4
11383	退役军人	2
15025	退房	1
8352	退水	1
14588	退税	1
22581	退缩	2
15014	退耕	1
15019	退耕还林	3
33016	退职	1
8476	退至	1
21814	退让	1
33264	退货	1
19926	退赃	1
5030	退赔	1
25552	退路	1
7665	退还	1
13072	退还给	1
2111	送	30
9996	送上去	1
11270	送入	2
24066	送出	3
1265	送到	11
2984	送医	2
12746	送去	1
31256	送回	2
22026	送审稿	3
2239	送往	10
1093	送来	4
26805	送检	1
24970	送电	2
24084	送礼物	1
10101	送给	6
23512	送花	1
9140	送达	3
24118	送进	1
32256	送餐	1
1952	送饭	1
16147	适	1
2589	适合	17
21598	适宜	1
30098	适宜性	1
8234	适应	33
14644	适应期	2
15726	适应需要	1
12894	适度	14
176	适当	39
30614	适得其反	1
16193	适教	1
23786	适时	7
6368	适用	26
22689	适用人群	1
27387	适用房	2
12484	适用法律	4
14902	适用范围	5
30074	适航	1
30063	适航性	1
30085	适航证	1
14327	适逢	1
27948	适销对路	1
21744	适龄	3
14940	适龄儿童	2
30730	适龄青年	1
4968	逃	4
32419	逃交	1
13302	逃匿	1
5626	逃学	1
11218	逃往	1
3442	逃散	1
6056	逃漏税	1
23152	逃犯	1
3699	逃离	7
31367	逃离现场	1
24435	逃税	1
22413	逃脱	2
30475	逃费	1
10957	逃跑	2
24828	逃逸	1
1518	逃避	5
22166	逃难	1
18335	逆	1
21236	逆势	1
22210	逆反心理	1
11693	逆城市化	1
26967	逆转	2
3784	逆风	2
11149	选	8
12635	选举	16
13165	选人	2
13149	选任	1
19129	选修课	3
12647	选出	5
27132	选取	1
21536	选在	1
22854	选址	4
27790	选好	1
30739	选定	1
16759	选手	1
14758	选拔	5
5724	选择	74
15811	选择性	1
18591	选择权	3
16152	选择题	2
14787	选民	2
22981	选用	1
25327	选边	1
11106	选项	7
21335	逊色	1
17646	透	2
23156	透不过气	1
11760	透彻	1
25748	透支	2
11423	透明	14
17530	透明化	1
14672	透明度	6
347	透露	57
31795	透风	1
5673	逐	1
12996	逐一	4
16333	逐利	3
19347	逐年	3
13171	逐案	1
796	逐步	48
22492	逐步完善	1
15141	逐步形成	2
12543	逐步推进	2
27494	逐步提高	2
2734	逐渐	32
13179	逐级	1
23717	递	2
19285	递交	5
27398	递减	1
17677	递增	3
26437	递延	1
24355	递给	2
9614	途中	3
7116	途径	13
9280	途经	6
31458	逗乐	1
21307	逗笑儿	1
6621	通	11
5435	通不	1
14853	通俗	3
2440	通信	13
8643	通信线路	2
18764	通关	1
13768	通则	1
30726	通力协作	1
27087	通勤	1
11643	通向	2
13130	通告	5
21813	通商	1
14230	通宵	1
20768	通州	3
26087	通州区	2
14846	通常	9
9380	通往	3
16729	通惠	1
2791	通报	48
14748	通报会	1
13820	通报制度	1
22643	通报批评	4
15272	通气	1
17722	通气会	2
16039	通江	1
13441	通用	5
9780	通电	2
16527	通电话	14
13925	通畅	1
25154	通盘考虑	1
2295	通知	37
6239	通知书	6
28370	通稿	1
2533	通缉	4
2559	通缉令	2
7190	通缉犯	1
23422	通缩	1
23425	通胀	2
9577	通行	8
18535	通观全局	1
8651	通讯	7
